date,cross_asset_mean,cross_asset_std,total_texts,positive_count,negative_count,sentiment_momentum_3d,sentiment_momentum_7d,volume_spike,bearish_ratio,bullish_ratio,max_divergence
2023-03-01,0.032436629508439146,0.1,1063,126,102,,,1.0,0.4473684210526316,0.5526315789473685,0.0475855397186327
2023-03-02,-0.029515450061876697,0.1,1078,122,111,,,1.007006071929005,0.47639484978540775,0.5236051502145923,0.20353401215694839
2023-03-03,0.026166010037052698,0.1,1019,121,101,,,0.9674050632911393,0.45495495495495497,0.545045045045045,0.0548798461610618
2023-03-04,-0.010759931895573248,0.1,883,94,65,-0.043196561404012394,,0.8736087064061341,0.4088050314465409,0.5911949685534591,0.1834801362088535
2023-03-05,0.008475333704115653,0.1,907,109,83,0.03799078376599235,,0.9161616161616162,0.4322916666666667,0.5677083333333334,0.10545066740823131
2023-03-06,-0.05076159161054995,0.1,987,106,103,-0.07692760164760265,,0.9974734714502274,0.49282296650717705,0.507177033492823,0.19841431677890012
2023-03-07,-0.027872731308646953,0.1,1041,130,109,-0.017112799413073705,,1.0442820292347377,0.4560669456066946,0.5439330543933054,0.1902432166279891
2023-03-08,-0.06947075554134696,0.1,1022,129,111,-0.07794608924546262,-0.014558197864255159,1.022,0.4625,0.5375,0.2605486849957373
2023-03-09,-0.03735206611570249,0.1,1056,122,104,0.01340952549484746,-0.0011195165791179698,1.049469964664311,0.46017699115044247,0.5398230088495575,0.2221913223140496
2023-03-10,0.012444589692765151,0.1,1109,120,112,0.0403173210014121,-0.001960202906326789,1.0909985243482538,0.4827586206896552,0.5172413793103449,0.040293179385530106
2023-03-11,0.0357933673469387,0.1,980,97,84,0.10526412288828565,0.006650471320358845,0.9672498878420817,0.46408839779005523,0.5359116022099447,0.0
2023-03-12,-0.050195110939112504,0.1,977,97,85,-0.012843044823410012,-0.008381492091889736,0.9671671341362812,0.46703296703296704,0.532967032967033,0.130659778121775
2023-03-13,0.00578710626273855,0.1,1112,120,114,-0.006657483430026602,0.008078385410469787,1.0923379174852652,0.48717948717948717,0.5128205128205128,0.007755164906429499
2023-03-14,-0.00453786873422285,0.1,979,121,103,-0.04033123608116155,0.0033335517963463002,0.9643284317174419,0.45982142857142855,0.5401785714285714,0.0799923476379371
2023-03-15,-0.02218441625801585,0.1,986,105,79,0.028010694681096654,0.006755191326190161,0.9765138653084324,0.42934782608695654,0.5706521739130435,0.1697038947566955
2023-03-16,-0.06732745098039214,0.1,922,95,82,-0.07311455724313069,-0.004282197837812807,0.9233190271816881,0.4632768361581921,0.536723163841808,0.2298450980392157
2023-03-17,-0.02586843332723615,0.1,1038,115,94,-0.0213305645930133,-0.005473289002857332,1.0380741481534395,0.44976076555023925,0.5502392344497608,0.1397358606182549
2023-03-18,-0.07651363791923341,0.1,986,108,88,-0.05432922166121756,-0.01604385789516744,0.9788682456389164,0.4489795918367347,0.5510204081632653,0.2213393908281998
2023-03-19,0.17928840155945414,0.1,1038,113,88,0.24661585253984628,0.03278335892836666,1.0210075177404623,0.43781094527363185,0.5621890547263682,0.28052319688109173
2023-03-20,0.0142389473876641,0.1,1121,142,118,0.04010738071490025,0.0012074058749893654,1.0923644463005497,0.45384615384615384,0.5461538461538461,0.07664826514569839
2023-03-21,0.041488245357908654,0.1,1045,127,97,0.11800188327714206,0.006575159156018786,1.0180224062347785,0.4330357142857143,0.5669642857142857,0.014962639718965297
2023-03-22,0.06419444687842275,0.1,1023,131,97,-0.11509395468103138,0.012339837590919797,0.9965210130809907,0.42543859649122806,0.5745614035087719,0.0350511062431545
2023-03-23,0.0453334885799404,0.1,1107,142,107,0.0310945411922763,0.016094419937190362,1.0745337308465643,0.42971887550200805,0.570281124497992,0.03911097715988081
2023-03-24,-0.07906208012562721,0.1,1075,116,124,-0.12055032548353586,-0.007599092399770153,1.0459378692056434,0.5166666666666667,0.48333333333333334,0.2126906545635604
2023-03-25,0.001210982814178297,0.1,935,97,76,-0.06298346406424446,0.011103517247630246,0.9125766871165644,0.4393063583815029,0.5606936416184971,0.07672196562835659
2023-03-26,0.052818049568965506,0.1,944,106,79,0.007484560989025106,-0.018067193141498374,0.9234854307875061,0.42702702702702705,0.572972972972973,0.007863900862069
2023-03-27,-0.001297748003362749,0.1,1019,120,106,0.07776433212226447,-0.0022195279130038346,1.0033760022506681,0.4690265486725664,0.5309734513274337,0.0692160424548129
2023-03-28,0.0341979531457553,0.1,943,118,90,0.032986970331577006,-0.0010414703160219092,0.930898321816387,0.4326923076923077,0.5673076923076923,0.0657224369037556
2023-03-29,-0.0173253598081023,0.1,1050,124,105,-0.07014340937706781,-0.01164568666950358,1.0318685946932473,0.4585152838427948,0.5414847161572053,0.1945242803837952
2023-03-30,0.06518526014568155,0.1,1061,135,96,0.06648300814904429,0.0028359673665344495,1.032603406326034,0.4155844155844156,0.5844155844155844,0.011030520291363102
2023-03-31,0.0260678404907976,0.1,1078,131,115,-0.008130112654957701,0.015018560088060687,1.0462391681109184,0.46747967479674796,0.532520325203252,0.063571680981595
