date,cross_asset_mean,cross_asset_std,total_texts,positive_count,negative_count,sentiment_momentum_3d,sentiment_momentum_7d,volume_spike,bearish_ratio,bullish_ratio,max_divergence
2020-02-15,0.1198958904109588,0.1,365,36,20,,,1.0,0.35714285714285715,0.6428571428571429,0
2020-02-16,0.0970136507936507,0.1,315,30,17,,,0.9264705882352942,0.3617021276595745,0.6382978723404256,0
2020-02-17,0.0605769892473118,0.1,465,45,34,,,1.2183406113537116,0.43037974683544306,0.569620253164557,0
2020-02-18,0.0840170526315789,0.1,950,90,61,-0.035878837779379905,,1.8138424821002386,0.40397350993377484,0.5960264900662252,0
2020-02-19,0.0957782900251466,0.1,1193,119,71,-0.0012353607685040985,,1.8141727493917275,0.3736842105263158,0.6263157894736842,0
2020-02-20,0.0570877260981912,0.1,1548,141,105,-0.003489263149120604,,1.9205955334987592,0.4268292682926829,0.573170731707317,0
2020-02-21,0.0840708023774145,0.1,1346,138,103,5.374974583560732e-05,,1.5241022322872857,0.42738589211618255,0.5726141078838174,0
2020-02-22,0.0885057142857142,0.1,525,55,37,-0.007272575739432394,-0.0044843108750349525,0.6262114209035337,0.40217391304347827,0.5978260869565217,0
2020-02-23,0.0573668329177057,0.1,401,40,29,0.00027910681951450605,-0.005663831125134994,0.5077377602701182,0.42028985507246375,0.5797101449275363,0
2020-02-24,0.0205387723387723,0.1,1287,116,99,-0.0635320300386422,-0.005719745272648499,1.5330553901131625,0.4604651162790698,0.5395348837209303,0
2020-02-25,0.0173436318816762,0.1,1217,105,88,-0.071162082404038,-0.00952477439284325,1.3927382438618392,0.45595854922279794,0.5440414507772021,0
2020-02-26,0.0123197193500738,0.1,1354,118,101,-0.0450471135676319,-0.011922652953581823,1.481670618274667,0.4611872146118721,0.5388127853881278,0
2020-02-27,0.021707619047619,0.1,2100,189,162,0.0011688467088467012,-0.005054301007224593,2.0893923159344863,0.46153846153846156,0.5384615384615384,0
2020-02-28,0.0108702029520295,0.1,2168,200,163,-0.0064734289296467,-0.010457228489340713,1.9923854535906524,0.4490358126721763,0.5509641873278237,0
2020-02-29,-0.0115450220264317,0.1,1135,97,99,-0.023864741376505502,-0.014292962330306563,0.9928767808047988,0.5051020408163265,0.49489795918367346,0
2020-03-01,-0.0267727465535525,0.1,943,72,77,-0.0484803656011715,-0.012019939924465456,0.7937710437710438,0.5167785234899329,0.48322147651006714,0
2020-03-02,-0.0478136009586578,0.1,1669,130,162,-0.058683803910687296,-0.009764624756775727,1.3100470957613815,0.5547945205479452,0.4452054794520548,0
2020-03-03,-0.0188157401623985,0.1,1601,155,155,-0.0072707181359667975,-0.005165624577724956,1.2124195380537675,0.5,0.5,0
2020-03-04,0.018894014732965,0.1,1086,98,83,0.0456667612865175,0.0009391850546987424,0.8272034820457018,0.4585635359116022,0.5414364640883977,0
2020-03-05,-0.0096435831180017,0.1,1161,99,91,0.0381700178406561,-0.004478743166517245,0.9033513032846107,0.4789473684210526,0.5210526315789473,0
2020-03-06,0.0417320724980299,0.1,1269,117,90,0.0605478126604284,0.004408838506571488,0.9916275954454119,0.43478260869565216,0.5652173913043478,0
2020-03-07,0.0036894132653061,0.1,784,67,62,-0.0152046014676589,0.0021763478988196857,0.6039064649243466,0.4806201550387597,0.5193798449612403,0
2020-03-08,-0.0297869426751592,0.1,628,48,54,-0.0201433595571575,-0.00043059944594381425,0.47777415498315406,0.5294117647058824,0.47058823529411764,0
2020-03-09,0.0018806036395916,0.1,2253,213,183,-0.039851468858438294,0.007099172085464199,1.628562577447336,0.4621212121212121,0.5378787878787878,0
2020-03-10,0.0114048226950354,0.1,1410,132,120,0.007715409429729299,0.0043172232653477,1.0091508614079034,0.47619047619047616,0.5238095238095238,0
2020-03-11,-0.0015668845315904,0.1,1377,109,104,0.0282200581435688,-0.0029229856092222004,0.984375,0.48826291079812206,0.5117370892018779,0
2020-03-12,0.0093718649517685,0.1,3110,273,251,0.0074912613121769,0.002716492581395743,2.114208021753909,0.47900763358778625,0.5209923664122137,0
2020-03-13,-0.0148137865552601,0.1,2633,225,226,-0.0262186092502955,-0.008077979864755714,1.7504154993114582,0.5011086474501109,0.49889135254988914,0
2020-03-14,-0.0338782383419688,0.1,1351,106,113,-0.0323113538103784,-0.0053668073724678425,0.8890246768507638,0.5159817351598174,0.4840182648401826,0
2020-03-15,-0.0501593421973407,0.1,1429,110,129,-0.0595312071491092,-0.0029103427888830715,0.919351132760443,0.5397489539748954,0.4602510460251046,0
2020-03-16,0.0351942331288343,0.1,3260,307,231,0.05000801968409441,0.0047590899270346715,1.9544364508393286,0.42936802973977695,0.570631970260223,0
2020-03-17,-0.0143890790135883,0.1,1987,163,164,0.0194891593283805,-0.003684843101231958,1.1718763164546295,0.5015290519877675,0.4984709480122324,0
2020-03-18,0.0088436227669297,0.1,2407,212,188,0.059002964964270405,0.0014872153283600146,1.3447463984995411,0.47,0.53,0
2020-03-19,-0.0035360638297872,0.1,1880,166,162,-0.038730296958621506,-0.0018439898259365282,1.0210256808130964,0.49390243902439024,0.5060975609756098,0
2020-03-20,-0.0191640064274236,0.1,1867,151,165,-0.004774927413835301,-0.0006214599817376421,0.9909766454352441,0.5221518987341772,0.4778481012658228,0
2020-03-21,-0.0334052631578947,0.1,893,74,83,-0.0422488859248244,6.756788343915618e-05,0.47204077779875403,0.5286624203821656,0.4713375796178344,0
2020-03-22,-0.0370115384615384,0.1,936,78,81,-0.0334754746317512,0.0018782576765431838,0.48908296943231444,0.5094339622641509,0.49056603773584906,0
